text,label
tere baap ke gaand mein rocket daal ke chandrayaan 4 launch karunga,1
teri behen ko porn set pe bhej ke daily gangbang karwayenge,1
tere pure khandan ki aulaad ko condom factory mein naukar laga dunga,1
teri maa ko brothel khol ke uska opening ceremony karunga,1
tere baap ka sar kaat ke football bana ke messi se sign karwayenge,1
teri behen ke boobs pe tata salt daal ke chaatunga,1
tere baap ko kutta bana ke uski shaadi teri maa se karwa dunga,1
teri maa ki chut mein agra ka taj mahal bana dunga,1
tere baap ka lund kaat ke pencil bana ke tere exam mein use karunga,1
teri behen ko gb road pe khada karke free mein chudne ko bolunga,1
tere baap ke gaand mein eiffel tower ghusa dunga,1
teri maa ko nagpur ke santre ki tarah nichod ke juice bana dunga,1
tere baap ka lund kaat ke usse selfie stick bana dunga,1
teri behen ki chut mein petrol daal ke matchstick laga dunga,1
tere pure parivaar ko zoo mein daal ke ticket laga dunga,1
teri maa ke saath honeymoon pe jaake usko pregnant kar dunga,1
tere baap ko eunuch bana ke baraat mein nachwayenge,1
teri behen ke saath train mein upper berth pe rape karunga,1
tere baap ka lund grill karke biryani mein daal dunga,1
teri maa ki gaand mein dynamite daal ke blast kar dunga,1
teri behen ko kamathipura bhej ke daily 50 customer fix kar dunga,1
tere baap ke balls kaat ke table tennis khelunga,1
teri maa ko nanga karke india gate pe selfie lunga,1
tere baap ka lund kaat ke usse flute bana ke bajaungi,1
teri behen ki chut mein jcb ghusa dunga,1
tere baap ko hijra bana ke bigg boss mein daal dunga,1
teri maa ke boobs kaat ke football world cup khelunga,1
tere baap ke gaand mein bulldozer ghusa ke road bana dunga,1
teri behen ko sadak pe nanga karke live stream karunga,1
tere baap ka lund kaat ke usse pen bana ke love letter likhunga,1
teri maa ki chut mein holi ke rang daal ke rangoli bana dunga,1
tere baap ko kutta bana ke uski shaadi teri behen se karwa dunga,1
teri behen ke saath delhi metro mein hi pel dunga,1
tere baap ke sar pe lund rakh ke oath lunga,1
teri maa ko randi bana ke uska onlyfans khol dunga,1
tere baap ka lund kaat ke usse toothbrush bana dunga,1
teri behen ki gaand mein rocket daal ke mars bhej dunga,1
tere pure khandan ko randi khane mein naukri laga dunga,1
teri maa ke muh mein lund daal ke national anthem gaunga,1
tere baap ko napunsak bana ke viagra ad mein daal dunga,1
teri behen ko school bus mein hi gangbang karwa dunga,1
tere baap ka lund kaat ke usse earphone bana dunga,1
teri maa ki chut mein diwali ka anar jala dunga,1
tere baap ke gaand mein statue of unity ghusa dunga,1
teri behen ko nanga karke parliament mein bitha dunga,1
tere baap ka lund kaat ke usse straw bana ke juice piyunga,1
teri maa ko burkha utarwa ke ramp walk karwa dunga,1
tere baap ko hijra bana ke baraat mein lead karwa dunga,1
teri behen ki chut mein bulldozer ghusa dunga,1
tere baap ke balls kaat ke popcorn bana dunga,1
teri maa ko nanga karke instagram pe daal dunga,1
tere baap ka lund kaat ke usse keychain bana dunga,1
teri behen ke boobs pe swastika bana dunga,1
tere baap ke gaand mein qutub minar ghusa dunga,1
teri maa ki chut mein ganga jal daal ke snan karunga,1
tere baap ko kutta bana ke uski leash teri maa ke haath mein dunga,1
teri behen ko red light area ka brand ambassador bana dunga,1
tere baap ka lund kaat ke usse bookmark bana dunga,1
teri maa ke saath suhaagraat mana ke usko pregnant karunga,1
tere baap ke sar kaat ke usse bowling ball bana dunga,1
teri behen ki gaand mein rocket daal ke isro join karwa dunga,1
tere pure parivaar ko randikhana kholne ka license de dunga,1
teri maa ke boobs kaat ke stress ball bana dunga,1
tere baap ka lund kaat ke usse toothpick bana dunga,1
teri behen ko nanga karke jantar mantar pe protest karwa dunga,1
tere baap ke gaand mein burj khalifa ghusa dunga,1
teri maa ki chut mein firecracker daal ke happy diwali bolunga,1
tere baap ko eunuch bana ke dance deewane mein bhej dunga,1
teri behen ke saath local train ke toilet mein pel dunga,1
tere baap ka lund kaat ke usse flute bana ke titanic song bajwaunga,1
teri maa ko randi bana ke uska rate card print karwa dunga,1
tere baap ke balls kaat ke table tennis tournament karwa dunga,1
teri behen ko gb road ka opening ceremony karwa dunga,1
tere baap ka lund kaat ke usse earbud bana dunga,1
teri maa ki gaand mein rocket daal ke elon musk ko tag karunga,1
tere baap ko hijra bana ke shaadi mubarak reality show mein daal dunga,1
teri behen ki chut mein jcb daal ke construction karunga,1
tere baap ke sar pe lund rakh ke national anthem gaunga,1
teri maa ko nanga karke facebook live kar dunga,1
tere baap ka lund kaat ke usse pen drive bana dunga,1
teri behen ke boobs pe maggi masala daal ke khaunga,1
tere baap ke gaand mein bulldozer ghusa ke expressway bana dunga,1
teri maa ki chut mein holi ka pichkari ghusa dunga,1
tere baap ko kutta bana ke uski shaadi teri behen se kara dunga,1
teri behen ko sadak pe nanga karke tiktok banwa dunga,1
teri maa ke saath goa beach pe honeymoon karunga,1
tere baap ke balls kaat ke bouncy ball bana dunga,1
teri behen ki gaand mein rocket daal ke nasa join karwa dunga,1
tere pure khandan ko brothel ka franchise de dunga,1
teri maa ke muh mein lund daal ke happy birthday gaunga,1
tere baap ko napunsak bana ke fair lovely ad mein daal dunga,1
teri behen ke saath oyo room book karke pura din pelunga,1
tere baap ka lund kaat ke usse usb bana dunga,1
teri maa ki chut mein diwali ka rocket jala dunga,1
tere baap ke gaand mein statue of liberty ghusa dunga,1
teri behen ko nanga karke parliament ke bahar protest karwa dunga,1
tere baap ka lund kaat ke usse straw bana dunga,1
teri maa ko burkha utarwa ke miss india banwa dunga,1
tere baap ko eunuch bana ke baraat ka lead dancer bana dunga,1
teri behen ki chut mein bulldozer ghusa ke road bana dunga,1
tere baap ke balls kaat ke popcorn machine mein daal dunga,1
teri maa ko nanga karke instagram reels banwa dunga,1
tere baap ka lund kaat ke usse keyring bana dunga,1
teri behen ke boobs pe om tattoo karwa dunga,1
teri maa ki chut mein ganga jal daal ke paap dhulwa dunga,1
tere baap ko kutta bana ke uski leash teri maa ko pakda dunga,1
teri behen ko kamathipura ka brand ambassador bana dunga,1
teri maa ke saath suhaagraat mana ke triple talaq de dunga,1
tere baap ke sar kaat ke usse cricket ball bana dunga,1
teri behen ki gaand mein rocket daal ke spacex join karwa dunga,1
tere pure parivaar ko randi khane ka manager bana dunga,1
teri maa ke boobs kaat ke squash ball bana dunga,1
teri behen ko nanga karke jantar mantar pe dharna dilwa dunga,1
teri maa ki chut mein firecracker daal ke happy new year bolunga,1
tere baap ko hijra bana ke indian idol mein bhej dunga,1
teri behen ke saath local train ke general dabbe mein pelunga,1
tere baap ka lund kaat ke usse flute bana ke harry potter theme bajwaunga,1
teri maa ko randi bana ke uska menu card print karwa dunga,1
tere baap ke balls kaat ke gulli danda khelunga,1
teri behen ko gb road ka opening dancer bana dunga,1
teri maa ki gaand mein rocket daal ke jeff bezos ko tag karunga,1
tere baap ko eunuch bana ke splitsvilla mein daal dunga,1
teri behen ki chut mein jcb daal ke mining karunga,1
tere baap ke sar pe lund rakh ke rashtrapati bhavan mein oath lunga,1
teri maa ko nanga karke youtube channel khol dunga,1
teri behen ke boobs pe amul butter laga ke chaatunga,1
tere baap ke gaand mein bulldozer ghusa ke highway bana dunga,1
teri maa ki chut mein holi ka pichkari ghusa ke rang daal dunga,1
tere baap ko kutta bana ke uski shaadi teri maa se karwa dunga phir,1
teri behen ko sadak pe nanga karke instagram live karunga,1
tere baap ka lund kaat ke usse selfie stick bana dunga phir,1
teri maa ke saath manali mein honeymoon kar ke usko chod ke aaunga,1
tere baap ke balls kaat ke bouncy castle bana dunga,1
teri behen ki gaand mein rocket daal ke chand pe bhej dunga,1
tere pure khandan ko brothel ka chain kholne ka contract de dunga,1
teri maa ke muh mein lund daal ke happy holi bolunga,1
tere baap ko napunsak bana ke viagra ka brand ambassador bana dunga,1
teri behen ke saath oyo mein 24 ghante non stop pelunga,1
tere baap ka lund kaat ke usse usb c cable bana dunga,1
teri maa ki chut mein diwali ka fountain anar jala dunga,1
tere baap ke gaand mein statue of unity ghusa ke tourism badha dunga,1
teri behen ko nanga karke rajghat pe gandhi ji ke saamne nachwa dunga,1
tere baap ka lund kaat ke usse straw bana ke cold drink piyunga,1
teri maa ko burkha utarwa ke bigg boss mein daal dunga,1
tere baap ko hijra bana ke baraat mein nachne ko bol dunga,1
teri behen ki chut mein bulldozer ghusa ke flyover bana dunga,1
tere baap ke balls kaat ke stress ball bana dunga,1
teri maa ko nanga karke tiktok banwa ke viral kar dunga,1
tere baap ka lund kaat ke usse keychain bana dunga phir,1
teri behen ke boobs pe 786 likh ke mosque mein chadhwa dunga,1
tere baap ke gaand mein taj mahal ghusa dunga,1
teri maa ki chut mein ganga jal daal ke paap dho dunga,1
tere baap ko kutta bana ke uski potty teri maa se saaf karwaunga,1
teri behen ko kamathipura ka ceo bana dunga,1
tere baap ka lund kaat ke usse bookmark bana dunga phir,1
teri maa ke saath suhaagraat mana ke usko maa bana dunga,1
tere baap ke sar kaat ke usse volleyball bana dunga,1
teri behen ki gaand mein rocket daal ke blue origin join karwa dunga,1
tere pure parivaar ko randi khane ka franchise de dunga,1
teri maa ke boobs kaat ke tennis ball bana dunga,1
tere baap ka lund kaat ke usse toothpick bana dunga phir,1
teri behen ko nanga karke india gate pe selfie point bana dunga,1
tere baap ke gaand mein burj khalifa ghusa dunga phir,1
teri maa ki chut mein firecracker daal ke happy diwali bol dunga,1
tere baap ko hijra bana ke dance mein bhej dunga,1
teri behen ke saath dtc bus ke last seat pe pel dunga,1
tere baap ka lund kaat ke usse flute bana ke national anthem bajwa dunga,1
teri maa ko randi bana ke uska rate 500 hr fix kar dunga,1
tere baap ke balls kaat ke gulli cricket khelunga,1
teri behen ko gb road ka brand ambassador bana dunga phir,1
tere baap ka lund kaat ke usse earbud bana dunga phir,1
teri maa ki gaand mein rocket daal ke spacex ko bech dunga,1
tere baap ko eunuch bana ke roadies audition dilwa dunga,1
teri behen ki chut mein jcb daal ke mining start kar dunga,1
tere baap ke sar pe lund rakh ke pm banne ka sapna dekhunga,1
teri maa ko nanga karke onlyfans khol ke paise kamaunga,1
tere baap ka lund kaat ke usse pen drive bana dunga phir,1
teri behen ke boobs pe amul doodh daal ke piyunga,1
tere baap ke gaand mein bulldozer ghusa ke metro line bana dunga,1
teri maa ki chut mein holi ka pichkari ghusa ke rang barsa dunga,1
tere baap ko kutta bana ke uski shaadi teri behen se karwa ke divorce dilwa dunga,1
teri behen ko sadak pe nanga karke youtube channel bana dunga,1
teri maa ke saath kerala mein honeymoon kar ke usko pregnant kar dunga,1
tere baap ke balls kaat ke bouncy ball bana dunga phir,1
teri behen ki gaand mein rocket daal ke mars mission karwa dunga,1
tere pure khandan ko brothel ka chain kholne ka license de dunga,1
teri maa ke muh mein lund daal ke happy birthday gaunga phir,1
tere baap ko napunsak bana ke fair lovely ka ad shoot karwa dunga,1
teri behen ke saath oyo mein 48 ghante non stop pelunga,1
tere baap ka lund kaat ke usse usb c cable bana dunga phir,1
teri maa ki chut mein diwali ka fountain jala dunga,1
teri behen ko nanga karke rashtrapati bhavan ke bahar protest karwa dunga,1
tere baap ka lund kaat ke usse straw bana dunga phir,1
teri maa ko burkha utarwa ke miss world banwa dunga,1
tere baap ko hijra bana ke baraat ka main dancer bana dunga,1
teri behen ki chut mein bulldozer ghusa ke expressway bana dunga,1
tere baap ke balls kaat ke stress ball bana dunga phir,1
teri maa ko nanga karke tiktok pe viral kar dunga,1
tere baap ka lund kaat ke usse keyring bana dunga phir,1
teri behen ke boobs pe swastik tattoo karwa dunga,1
teri maa ki chut mein ganga jal daal ke paap dho dunga phir,1
teri behen ko kamathipura ka ceo bana dunga phir,1
teri maa ke saath suhaagraat mana ke usko pregnant kar dunga phir,1
tere baap ke sar kaat ke usse football bana dunga,1
arey yaar thoda toh trust kar,0
bhai tu toh legend ban gaya,0
ek number acting kar raha hai tu,0
drama king kahinka,0
arey chill kar bhai thandi ho ja,0
tu toh bilkul filmy ho gaya hai,0
bhai tu sach mein overacting karta hai,0
haha nice try bro,0
yeh toh bilkul bakchodi level hai,0
bhai tu toh pro max ho gaya,0
waah kya scene hai,0
tu toh daily soap ka hero lag raha,0
arey thoda reality mein aa ja,0
bhai tu toh oscar deserve karta hai,0
yeh toh full bollywood moment hai,0
tu toh attention ka bhookha hai,0
bhai tu toh reel star ban gaya,0
haha tu toh bilkul comedian hai,0
arey thoda volume down kar,0
tu toh full nautanki kar raha hai,0
bhai tu sach bol raha ya acting,0
yeh toh pura script likha hua lag raha,0
tu toh daily new story leke aata hai,0
bhai tu toh gossip queen hai,0
arey yaar thoda sach bol na,0
tu toh bilkul timepass machine hai,0
haha tu toh full baklol hai,0
bhai tu toh over smart ban raha,0
yeh toh bilkul bakwas plan hai,0
tu toh full attitude dikha raha hai,0
arey thoda normal ho ja,0
bhai tu toh bilkul filmy villain lag raha,0
tu toh daily new bakchodi leke aata hai,0
haha tu toh full jholer hai,0
bhai tu toh bilkul kanjoos macchi hai,0
arey yaar thoda kharcha kar na,0
tu toh full kanjoos hai yaar,0
bhai tu toh free mein bhi nahi aayega,0
tu toh bilkul free ka maal pasand hai,0
haha tu toh full bakait hai,0
bhai tu toh time pe kabhi nahi aata,0
arey late latif kahinka,0
tu toh bilkul alarm clock ka dushman hai,0
bhai tu toh full sleepyhead hai,0
tu toh subah 12 baje uth ta hai,0
haha tu toh full ullu ka pattha hai,0
bhai tu toh bilkul bhulakkad hai,0
tu toh cheezein bhool ke aata hai,0
arey yaar phone kaha rakha tune,0
tu toh full zero memory hai,0
bhai tu toh bilkul bakra ban gaya,0
haha tu toh full bewakoof bana diya gaya,0
tu toh bilkul seedha saadha hai yaar,0
bhai tu toh full innocent lag raha,0
arey tu sach mein itna bhola hai,0
tu toh bilkul desi daru peeta lag raha,0
haha tu toh full nashe mein lag raha,0
bhai tu toh bilkul high ho gaya,0
tu toh full vibe killer hai yaar,0
arey mood mat kharab kar,0
tu toh bilkul boring ho gaya hai,0
bhai tu toh full serious ho gaya,0
tu toh ab bilkul uncle ban gaya,0
haha tu toh full buddha lag raha,0
bhai tu toh gym join kar le,0
tu toh bilkul mota ho gaya yaar,0
arey thoda workout kar le bhai,0
tu toh full tummy dikha raha hai,0
haha tu toh bilkul papa ban gaya,0
bhai tu toh shaadi ke baad change ho gaya,0
tu toh ab bilkul pati material hai,0
arey biwi ke aage toh darrta hai,0
tu toh full joru ka gulam ban gaya,0
haha tu toh bilkul darpok hai,0
bhai tu toh full darpok lag raha,0
tu toh horror movie bhi nahi dekhta,0
arey thoda himmat dikha yaar,0
tu toh bilkul zero confidence hai,0
bhai tu toh full shy type hai,0
tu toh ladki se baat bhi nahi kar sakta,0
haha tu toh full kanjus lover hai,0
bhai tu toh date pe bhi free mein le jaayega,0
tu toh bilkul cheap date wala hai,0
arey thoda kharcha kar valentine pe,0
tu toh full single hi reh jayega,0
haha tu toh forever alone category mein,0
bhai tu toh bilkul crush reject wala hai,0
tu toh propose karne se darta hai,0
arey thoda himmat kar yaar,0
tu toh full loser lag raha aaj,0
bhai tu toh exam mein fail ho gaya na,0
tu toh bilkul padhaku nahi hai,0
haha tu toh full backbencher hai,0
bhai tu toh bilkul topper nahi ban sakta,0
tu toh full timepass karta hai class mein,0
arey thoda padh le bhai,0
tu toh bilkul zero marks layega,0
haha tu toh full fail ho gaya,0
bhai tu toh bilkul jobless hai abhi,0
tu toh ghar baith ke reel dekhta rehta hai,0
arey thoda kaam dhoondh le,0
tu toh full unemployed youth hai,0
haha tu toh bilkul berozgaar sher hai,0
bhai tu toh resume bhi nahi banaya,0
tu toh interview mein bhi fattu hai,0
arey thoda confidence rakh,0
tu toh full zero placement wala hai,0
bhai tu toh bilkul lazy hai yaar,0
tu toh bed pe hi pada rehta hai,0
haha tu toh full alsi insaan hai,0
bhai tu toh gym jaane ka naam nahi leta,0
tu toh bilkul fitness zero hai,0
arey thoda exercise kar le,0
tu toh full tummy king hai,0
haha tu toh bilkul motu patlu hai,0
