text,label
"bh3n k3 l*nd juice",offensive
"sala hijda",offensive
"s@la chhakka",offensive
"harami zaade",offensive
"h@r@mi ki @ulad",offensive
"chut mein mirchi",offensive
"ch*t m3in danda",offensive
"bhadwe ki aulaad",offensive
"bh@dw3 k3 p1ll3",offensive
"teri maa randi hai",offensive
"t3ri m@ r@ndi",offensive
"chodu company",offensive
"ch0du bhagat",offensive
"lund choos le",offensive
"l*nd lele thokke",offensive
"gaand phat gayi",offensive
"g@@nd ph@@t gayi",offensive
"kutte ki jhaante",offensive
"kutt3 k3 b@al",offensive
"saale bhadwe",offensive
"s@@le th3kedar",offensive
"jhantu ka chashma",offensive
"jhaant ka jhanda",offensive
"chut ka chakkar",offensive
"ch*t k@ ch0re",offensive
"bhosdi wale baba",offensive
"bh0sd! w@l3",offensive
"randwa aadmi",offensive
"r@ndw@ s@l@",offensive
"teri gaand mein keede",offensive
"t3ri g@@nd m3in k33d3",offensive
"maa chodne wala",offensive
"m@ ch0dn3 w@l@",offensive
"behen ka yaar",offensive
"bh3n k@ l0ver",offensive
"lund topi drama",offensive
"l*nd k3 p@gl@p@nti",offensive
"chutiya kahinka",offensive
"ch*t!y@ k@hi k@",offensive
"madarchod traffic",offensive
"madrch0d police",offensive
"bhai tu legend hai",not offensive
"good job mere yaar",not offensive
"shabash sher",not offensive
"tu toh badshah hai",not offensive
"mast plan hai bhai",not offensive
"love you bro",not offensive
"tera swag alag hai",not offensive
"party de bhai aaj",not offensive
"bhai tu best hai",not offensive
"respect button dabaya",not offensive
"madarchod weather",offensive
"m@drch0d garmi",offensive
"chutiya traffic jam",offensive
"ch*t!y@ l0g",offensive
"bhen ke lode drivers",offensive
"bh3n k3 l0d3 r@st3",offensive
"randi ki tarah gaadi chala",offensive
"r@ndi r0n@ band kar",offensive
"gandu auto wala",offensive
"g@ndu riksh@w@l@",offensive
"saale haramkhor",offensive
"s@@le bh0sd!k3",offensive
"teri maa ka bhosda",offensive
"t3ri m@ k@ bh0sd@",offensive
"chut mein aag laga di",offensive
"ch*t m3in th00k",offensive
"lund pe latak ja",offensive
"l*nd ch00s le s@l3",offensive
"gaand marwa le",offensive
"g@@nd ph@t gayi teri",offensive
"bhadwe ki nasal",offensive
"bh@dw3 k3 p1ll3",offensive
"kutte ki tarah bhag",offensive
"kutt3 k! j3s3 r0",offensive
"hijde ki aulaad",offensive
"chh@kk3 k1 @ul@d",offensive
"jhantu ka jhanda",offensive
"jhaant ke baal uga",offensive
"chut ka churan bechta hai",offensive
"ch*t k@ m@ss@l@",offensive
"madarchod boss",offensive
"m@drch0d m@n@g3r",offensive
"teri behen randi hai",offensive
"t3ri b3hn r@ndi h@",offensive
"bhosdike tu kya ukhaad lega",offensive
"bh0sd!k3 t3r! @uk@@t",offensive
"lawde ke baal",offensive
"l0d3 k3 b@@l",offensive
"chodu kahin ka",offensive
"ch0du n@kk@",offensive
"teri gaand faad dunga",offensive
"t3ri g@@nd ph@@d d00ng@",offensive
"maa chudane aa ja",offensive
"m@ chudw@ l3 b3t@",offensive
"behenchod society",offensive
"bh3nch0d n3ighb0ur",offensive
"randwe ke jaisa dikhta hai",offensive
"r@ndw3 s@ d!kht@",offensive
"gandu friends",offensive
"g@ndu gr0up",offensive
"chutiye log yaha",offensive
"ch*t!y3 p3opl3",offensive
"bhen ke takke pe thumka",offensive
"bh3n k3 t@kk3 p3",offensive
"madarchod rules",offensive
"madrch0d l@w",offensive
"teri maa ko pel dunga",offensive
"t3ri m@ k0 p3l3ng3",offensive
"bhosdi ka tattoo",offensive
"bh0sd! k@ n@kk@",offensive
"saala napunsak",offensive
"s@@l@ p0w3rl3ss",offensive
"harami ka baccha",offensive
"h@r@m! k! @ul@d",offensive
"chut ka pujari ban gaya",offensive
"ch*t k@ bh@kt",offensive
"lund lele thok ke",offensive
"l*nd p@k@d l3",offensive
"gaand mein bamboo",offensive
"g@@nd m3!n d@nd@",offensive
"kuttiya ki tarah chillati hai",offensive
"k*tt!y@ r0n@",offensive
"bhadwa dalal",offensive
"bh@dw@ br0k3r",offensive
"teri gaand jal rahi hai",offensive
"t3ri g@@nd j@l r@h!",offensive
"maa ka bhadwa",offensive
"m@ k@ s0g",offensive
"behen ki chutiya",offensive
"bh3n ch*t!y@",offensive
"chut mara re",offensive
"ch*t ph@@d d!@",offensive
"randi khana chalega kya",offensive
"r@ndi b@z@@r",offensive
"gand phat gayi teri",offensive
"g@@nd ph@t gay!",offensive
"saale kamine",offensive
"s@@le k@m!n3",offensive
"jhant ke pissu",offensive
"jh@@t k3 p!ss*",offensive
"chutiye ka saga",offensive
"ch*t!y3 k! n@sl",offensive
"madarchod teacher",offensive
"m@drch0d pr0f",offensive
"teri behen ko chod do",offensive
"t3ri b3hn k0 p3l",offensive
"bhosdike pel denge",offensive
"bh0sd!k3 m@r3ng3",offensive
"lawde lagao sab",offensive
"l0d3 l@g@0",offensive
"behen ke lund ka swag",offensive
"bh3n k3 l*nd sw@g",offensive
"sala suar ka baccha",offensive
"s@l@ p!g k! @ul@d",offensive
"harami log",offensive
"h@r@m! p@rt!",offensive
"chut mein keede",offensive
"ch*t m3!n k33d3",offensive
"bhadwe ka business",offensive
"bh@dw3 k@ dh@nd@",offensive
"teri maa ki aankh",offensive
"t3ri m@ k! ch*t",offensive
"chodu bhag ja yaha se",offensive
"ch0du bh@g s@l@",offensive
"lund choosne wali",offensive
"l*nd l3 l3 b3t!",offensive
"gaand faad dunga",offensive
"g@@nd ph0d d00ng@",offensive
"kutte ki dum tedhi",offensive
"kutt3 k! p00ch",offensive
"saale tharki",offensive
"s@@le r@p!st",offensive
"jhantu insaan",offensive
"jhaant ka chashma",offensive
"chut ka chakkar babu bhaiya",offensive
"ch*t k@ dh@nd@",offensive
"bhosdi wale",offensive
"bh0sd! w@l3",offensive
"randwa sala",offensive
"r@ndw@ kutt@",offensive
"teri gaand mein mirchi",offensive
"t3ri g@@nd m3!n l@nk@",offensive
"maa chod diya",offensive
"m@ ch0d d!y@",offensive
"behen ka loda",offensive
"bh3n k@ l0d@",offensive
"lund pakad ke nach",offensive
"l*nd dh0 k3 n@ch",offensive
"chutiya ban gaya",offensive
"ch*t!y@ h0 g@y@",offensive
"madarchod game",offensive
"madrch0d s3rv3r",offensive
"bhai tu rockstar hai",not offensive
"mast hai tu yaar",not offensive
"keep it up bro",not offensive
"tu toh champ hai",not offensive
"bhai respect",not offensive
"love from delhi",not offensive
"tera style mast hai",not offensive
"party hard bro",not offensive
"tu mera bhai hai",not offensive
"good vibes only",not offensive
"teri maa randi hai sale",offensive
"t3ri m@ r@ndi h@! s@l3",offensive
"bhosdike mar ja",offensive
"bh0sd!k3 m@r j@",offensive
"chutiya kahin ke",offensive
"ch*t!y@ k@hi k@",offensive
"randi baazi band kar",offensive
"r@ndi n@ch b@nd",offensive
"gandu mat ban",offensive
"g@ndu b@nn@ b@nd",offensive
"lawde pe laat",offensive
"l0d3 p3 k!ck",offensive
"behen ke laude",offensive
"bh3n k3 l@ud3",offensive
"sala harami",offensive
"s@@l@ h@r@mz@d@",offensive
"chut marwa raha hai",offensive
"ch*t ph@tw@ r@h@",offensive
"bhadwe ki party",offensive
"bh@dw3 k! p@rt!",offensive
"teri gaand phati padi hai",offensive
"t3ri g@@nd j@l r@h!",offensive
"maa ka bhosda",offensive
"m@ k@ bh0sd@",offensive
"behen ki chut mein aag",offensive
"bh3n k! ch*t m3!n @g",offensive
"lund topi pehen le",offensive
"l*nd k! t0p!",offensive
"chutiye ka rona",offensive
"ch*t!y3 k@ dr@m@",offensive
"madarchod exam",offensive
"m@drch0d p@p3r",offensive
"teri behen ka bhosda",offensive
"t3ri b3hn k@ bh0sd@",offensive
"chodu log",offensive
"ch0du gr0up",offensive
"gaand mara denge",offensive
"g@@nd ph0d3ng3",offensive
"kutte ki jhaant",offensive
"kutt3 k3 b@@l",offensive
"saale bhadwe log",offensive
"s@@le th3k3d@r",offensive
"jhantu ka saga",offensive
"jhaant ka jhanda lehra",offensive
"chut ka churan",offensive
"ch*t k@ p0wd3r",offensive
"bhosdi ke tatt",offensive
"bh0sd! k3 n@kk@",offensive
"randwe ka business",offensive
"r@ndw3 k@ k@m",offensive
"teri gaand faad di",offensive
"t3ri g@@nd t00t gay!",offensive
"maa chodne ka shauk",offensive
"m@ ch0dn3 k@ pl@n",offensive
"behen ka yaar ban gaya",offensive
"bh3n k@ l0v3r",offensive
"lund khada ho gaya",offensive
"l*nd st@nd!ng",offensive
"chutiya politics",offensive
"ch*t!y@ n3t@",offensive
"madarchod media",offensive
"madrch0d n3ws",offensive
"bhai mast reel banaya",not offensive
"tu toh pro hai",not offensive
"bhai ek hug de de",not offensive
"good morning mere sher",not offensive
"tera din shubh ho",not offensive
"keep shining bro",not offensive
"tu mera idol hai",not offensive
"mast joke maara",not offensive
"love you 3000",not offensive
"respect from heart",not offensive
"teri maa ko salaam",not offensive
"bhai tu dil jeet leta hai",not offensive
"shabash veere",not offensive
"tu toppa hai",not offensive
"bhai tu no.1 hai",not offensive
"mast vibe hai aaj",not offensive
"party on bhai",not offensive
"tu mera real hero",not offensive
"good night king",not offensive
"tera jahaan safe rahe",not offensive
"bhen ke lode mat bol",offensive
"bh3n k3 l0d3 b@nd",offensive
"chutiya mat ban yaar",offensive
"ch*t!y@ b@nn@ b@nd",offensive
"randi rona mat kar",offensive
"r@ndi dr@m@ b@nd",offensive
"gandu log band karo",offensive
"g@ndu b@t3n b@nd",offensive
"lawde lag rahe hain",offensive
"l0d3 l@g r@h3 h@!",offensive
"behen ke takke wale",offensive
"bh3n k3 t@kk3",offensive
"sale harami log",offensive
"s@@le k@m!n3",offensive
"chut marwa li tune",offensive
"ch*t ph@tw@ l!",offensive
"bhadwe ka adda",offensive
"bh@dw3 k! j@g@h",offensive
"teri gaand mein danda",offensive
"t3ri g@@nd m3!n b@mboo",offensive
"maa ka lafda",offensive
"m@ k@ ch0d@",offensive
"behen ki laudi hai kya",offensive
"bh3n k! l@ud!",offensive
"lund le madarchod",offensive
"l*nd l3 m@drch0d",offensive
"chutiye ka dimag nahi hai",offensive
"ch*t!y3 k@ p@gl@p@nti",offensive
"madarchod system hai",offensive
"madrch0d r00l3z",offensive
"teri behen ki izaat",offensive
"t3ri b3hn k! ch*t",offensive
"chodu company hai",offensive
"ch0du c0rp0r@t3",offensive
"gaand phat ti hai teri",offensive
"g@@nd j@l r@h!",offensive
"kutte ki aulaad",offensive
"kutt3 k! n@sl",offensive
"saale tharki insaan",offensive
"s@@le r@p!st m!nd",offensive
"jhantu ka chashma pehna hai",offensive
"jhaant ka spectacle",offensive
"chut ka diwana ban gaya",offensive
"ch*t k@ @sh!q",offensive
"bhosdi ke pel denge",offensive
"bh0sd! ph0d3ng3",offensive
"randwe ke tatt",offensive
"r@ndw3 k3 p!ll3",offensive
"teri gaand mein keeda",offensive
"t3ri g@@nd m3!n k!d@",offensive
"maa chud gayi teri",offensive
"m@ t00t gay! teri",offensive
"behen ka bhadwa",offensive
"bh3n k@ bh@dw@",offensive
"lund choos le saale",offensive
"l*nd ch00s s@@l3",offensive
"chutiya banata hai",offensive
"ch*t!y@ b@n@t@",offensive
"madarchod cricket team",offensive
"madrch0d pl@y3rs",offensive
"bhai tu sach mein best hai",not offensive
"tera talent alag level",not offensive
"keep killing it bro",not offensive
"tu mera proud hai",not offensive
"bhai tu inspiration",not offensive
"mast energy hai teri",not offensive
"good luck champ",not offensive
"tu toh goat hai",not offensive
"bhai hug de du?",not offensive
"tera future bright hai",not offensive
"madarchod future",offensive
"m@drch0d dr3@ms",offensive
"chutiya dreams hai tere",offensive
"ch*t!y@ h0p3s",offensive
"bhen ke lode dreams",offensive
"bh3n k3 l0d3 w@l3",offensive
"randi ambitions",offensive
"r@ndi g0@ls",offensive
"gandu plans",offensive
"g@ndu str@t3gy",offensive
"lawde lag gaye plans",offensive
"l0d3 ph00t gay3",offensive
"behen ke takke goals",offensive
"bh3n k3 t@kk3",offensive
"sale harami dreams",offensive
"s@@le k@m!n3 h0p3s",offensive
"chut marwa raha future",offensive
"ch*t ph@tw@ r@h@",offensive
"bhadwe ke sapne",offensive
"bh@dw3 k3 dr3@ms",offensive
"teri gaand jalegi",offensive
"t3ri g@@nd j@l3g!",offensive
"maa ka sapna toot gaya",offensive
"m@ k@ dr3@m t00t@",offensive
"behen ki ijjat gayi",offensive
"bh3n k! ch*t ph@@t!",offensive
"lund le apne sapno ka",offensive
"l*nd p@k@d k3 dr3@m",offensive
"chutiye ke sapne",offensive
"ch*t!y3 k! @sh@",offensive
"madarchod ambitions",offensive
"madrch0d c@r33r",offensive
"teri behen ka career",offensive
"t3ri b3hn k@ bh0sd@",offensive
"chodu career",offensive
"ch0du j0b",offensive
"gaand mara career",offensive
"g@@nd ph@@d c@r33r",offensive
"kutte ke sapne",offensive
"kutt3 k! h0p3s",offensive
"saale tharki dreams",offensive
"s@@le r@p!st dr3@ms",offensive
"jhantu ka future",offensive
"jhaant ka career",offensive
"chut ka business",offensive
"ch*t k@ st@rtup",offensive
"bhosdi ka plan",offensive
"bh0sd! k3 g0@ls",offensive
"randwe ka startup",offensive
"r@ndw3 k@ c0mp@ny",offensive
"teri gaand ka business",offensive
"t3ri g@@nd k@ dh@nd@",offensive
"maa chod di ambition",offensive
"m@ ch0d! @mb!t!0n",offensive
"behen ka lund ambition",offensive
"bh3n k3 l*nd g0@ls",offensive
"lund topi career",offensive
"l*nd k! t0p! j0b",offensive
"chutiya startup",offensive
"ch*t!y@ c0mp@ny",offensive
"madarchod boss ka plan",offensive
"bhai tu forever king",not offensive
"tu mera real bhai",not offensive
"tera smile mast hai",not offensive
"good vibes bhai",not offensive
"tu mera motivation",not offensive
"keep rocking veere",not offensive
"bhai tu dil se acha",not offensive
"tera nature best",not offensive
"love you mere yaar",not offensive
"tu mera sabse best",not offensive
"teri maa ko randi bana ke Lal Quile pe chodunga",offensive
"tere baap ka lund kaat ke tere muh mein daal dunga",offensive
"tere baap ka lund kaat ke uski jagah chut fit kar dunga",offensive
"teri behen ko sadak pe nanga karke cycle rickshaw walon se chudwayenge",offensive
"teri maa ke muh mein mera lund daal ke Red Fort ka jhanda bana dunga",offensive
"tere baap ko hijra bana ke Dance India Dance mein bhej denge",offensive
"teri ammi ko burqa utarwa ke Haji Ali ke bahar nachwayenge",offensive
"teri maa ki chut mein Diwali ke patakhe phod dunga",offensive
"tere baap ke gaand mein rocket daal ke Chandrayaan-4 launch karunga",offensive
"teri behen ko porn set pe bhej ke daily gangbang karwayenge",offensive
"tere pure khandan ki aulaad ko condom factory mein naukar laga dunga",offensive
"teri maa ko brothel khol ke uska opening ceremony karunga",offensive
"tere baap ka sar kaat ke football bana ke Messi se sign karwayenge",offensive
"teri behen ke boobs pe Tata Salt daal ke chaatunga",offensive
"tere baap ko kutta bana ke uski shaadi teri maa se karwa dunga",offensive
"teri maa ki chut mein Agra ka Taj Mahal bana dunga",offensive
"tere baap ka lund kaat ke pencil bana ke tere exam mein use karunga",offensive
"teri behen ko GB Road pe khada karke free mein chudne ko bolunga",offensive
"tere baap ke gaand mein Eiffel Tower ghusa dunga",offensive
"teri maa ko nagpur ke santre ki tarah nichod ke juice bana dunga",offensive
"tere baap ka lund kaat ke usse selfie stick bana dunga",offensive
"teri behen ki chut mein petrol daal ke matchstick laga dunga",offensive
"tere pure parivaar ko zoo mein daal ke ticket laga dunga",offensive
"teri maa ke saath honeymoon pe jaake usko pregnant kar dunga",offensive
"tere baap ko eunuch bana ke baraat mein nachwayenge",offensive
"teri behen ke saath train mein upper berth pe rape karunga",offensive
"tere baap ka lund grill karke biryani mein daal dunga",offensive
"teri maa ki gaand mein dynamite daal ke blast kar dunga",offensive
"teri behen ko Kamathipura bhej ke daily 50 customer fix kar dunga",offensive
"tere baap ke balls kaat ke table tennis khelunga",offensive
"teri maa ko nanga karke India Gate pe selfie lunga",offensive
"tere baap ka lund kaat ke usse flute bana ke Bajaungi",offensive
"teri behen ki chut mein JCB ghusa dunga",offensive
"tere baap ko hijra bana ke Bigg Boss mein daal dunga",offensive
"teri maa ke boobs kaat ke football world cup khelunga",offensive
"tere baap ke gaand mein bulldozer ghusa ke road bana dunga",offensive
"teri behen ko sadak pe nanga karke live stream karunga",offensive
"tere baap ka lund kaat ke usse pen bana ke love letter likhunga",offensive
"teri maa ki chut mein Holi ke rang daal ke rangoli bana dunga",offensive
"tere baap ko kutta bana ke uski shaadi teri behen se karwa dunga",offensive
"teri behen ke saath Delhi metro mein hi pel dunga",offensive
"tere baap ke sar pe lund rakh ke oath lunga",offensive
"teri maa ko randi bana ke uska OnlyFans khol dunga",offensive
"tere baap ka lund kaat ke usse toothbrush bana dunga",offensive
"teri behen ki gaand mein rocket daal ke Mars bhej dunga",offensive
"tere pure khandan ko randi khane mein naukri laga dunga",offensive
"teri maa ke muh mein lund daal ke national anthem gaunga",offensive
"tere baap ko napunsak bana ke viagra ad mein daal dunga",offensive
"teri behen ko school bus mein hi gangbang karwa dunga",offensive
"tere baap ka lund kaat ke usse earphone bana dunga",offensive
"teri maa ki chut mein Diwali ka anar jala dunga",offensive
"tere baap ke gaand mein Statue of Unity ghusa dunga",offensive
"teri behen ko nanga karke Parliament mein bitha dunga",offensive
"tere baap ka lund kaat ke usse straw bana ke juice piyunga",offensive
"teri maa ko burkha utarwa ke ramp walk karwa dunga",offensive
"tere baap ko hijra bana ke baraat mein lead karwa dunga",offensive
"teri behen ki chut mein bulldozer ghusa dunga",offensive
"tere baap ke balls kaat ke popcorn bana dunga",offensive
"teri maa ko nanga karke Instagram pe daal dunga",offensive
"tere baap ka lund kaat ke usse keychain bana dunga",offensive
"teri behen ke boobs pe Swastika bana dunga",offensive
"tere baap ke gaand mein Qutub Minar ghusa dunga",offensive
"teri maa ki chut mein Ganga jal daal ke snan karunga",offensive
"tere baap ko kutta bana ke uski leash teri maa ke haath mein dunga",offensive
"teri behen ko red light area ka brand ambassador bana dunga",offensive
"tere baap ka lund kaat ke usse bookmark bana dunga",offensive
"teri maa ke saath suhaagraat mana ke usko pregnant karunga",offensive
"tere baap ke sar kaat ke usse bowling ball bana dunga",offensive
"teri behen ki gaand mein rocket daal ke ISRO join karwa dunga",offensive
"tere pure parivaar ko randikhana kholne ka license de dunga",offensive
"teri maa ke boobs kaat ke stress ball bana dunga",offensive
"tere baap ka lund kaat ke usse toothpick bana dunga",offensive
"teri behen ko nanga karke Jantar Mantar pe protest karwa dunga",offensive
"tere baap ke gaand mein Burj Khalifa ghusa dunga",offensive
"teri maa ki chut mein firecracker daal ke Happy Diwali bolunga",offensive
"tere baap ko eunuch bana ke Dance Deewane mein bhej dunga",offensive
"teri behen ke saath local train ke toilet mein pel dunga",offensive
"tere baap ka lund kaat ke usse flute bana ke Titanic song bajwaunga",offensive
"teri maa ko randi bana ke uska rate card print karwa dunga",offensive
"tere baap ke balls kaat ke table tennis tournament karwa dunga",offensive
"teri behen ko GB Road ka opening ceremony karwa dunga",offensive
"tere baap ka lund kaat ke usse earbud bana dunga",offensive
"teri maa ki gaand mein rocket daal ke Elon Musk ko tag karunga",offensive
"tere baap ko hijra bana ke Shaadi Mubarak reality show mein daal dunga",offensive
"teri behen ki chut mein JCB daal ke construction karunga",offensive
"tere baap ke sar pe lund rakh ke national anthem gaunga",offensive
"teri maa ko nanga karke Facebook live kar dunga",offensive
"tere baap ka lund kaat ke usse pen drive bana dunga",offensive
"teri behen ke boobs pe Maggi masala daal ke khaunga",offensive
"tere baap ke gaand mein bulldozer ghusa ke expressway bana dunga",offensive
"teri maa ki chut mein Holi ka pichkari ghusa dunga",offensive
"tere baap ko kutta bana ke uski shaadi teri behen se kara dunga",offensive
"teri behen ko sadak pe nanga karke TikTok banwa dunga",offensive
"tere baap ka lund kaat ke usse selfie stick bana dunga",offensive
"teri maa ke saath Goa beach pe honeymoon karunga",offensive
"tere baap ke balls kaat ke bouncy ball bana dunga",offensive
"teri behen ki gaand mein rocket daal ke NASA join karwa dunga",offensive
"tere pure khandan ko brothel ka franchise de dunga",offensive
"teri maa ke muh mein lund daal ke Happy Birthday gaunga",offensive
"tere baap ko napunsak bana ke Fair & Lovely ad mein daal dunga",offensive
"teri behen ke saath Oyo room book karke pura din pelunga",offensive
"tere baap ka lund kaat ke usse USB bana dunga",offensive
"teri maa ki chut mein Diwali ka rocket jala dunga",offensive
"tere baap ke gaand mein Statue of Liberty ghusa dunga",offensive
"teri behen ko nanga karke Parliament ke bahar protest karwa dunga",offensive
"tere baap ka lund kaat ke usse straw bana dunga",offensive
"teri maa ko burkha utarwa ke Miss India banwa dunga",offensive
"tere baap ko eunuch bana ke baraat ka lead dancer bana dunga",offensive
"teri behen ki chut mein bulldozer ghusa ke road bana dunga",offensive
"tere baap ke balls kaat ke popcorn machine mein daal dunga",offensive
"teri maa ko nanga karke Instagram reels banwa dunga",offensive
"tere baap ka lund kaat ke usse keyring bana dunga",offensive
"teri behen ke boobs pe Om tattoo karwa dunga",offensive
"tere baap ke gaand mein Qutub Minar ghusa dunga",offensive
"teri maa ki chut mein Ganga jal daal ke paap dhulwa dunga",offensive
"tere baap ko kutta bana ke uski leash teri maa ko pakda dunga",offensive
"teri behen ko Kamathipura ka brand ambassador bana dunga",offensive
"tere baap ka lund kaat ke usse bookmark bana dunga",offensive
"teri maa ke saath suhaagraat mana ke triple talaq de dunga",offensive
"tere baap ke sar kaat ke usse cricket ball bana dunga",offensive
"teri behen ki gaand mein rocket daal ke SpaceX join karwa dunga",offensive
"tere pure parivaar ko randi khane ka manager bana dunga",offensive
"teri maa ke boobs kaat ke squash ball bana dunga",offensive
"tere baap ka lund kaat ke usse toothpick bana dunga",offensive
"teri behen ko nanga karke Jantar Mantar pe dharna dilwa dunga",offensive
"tere baap ke gaand mein Burj Khalifa ghusa dunga",offensive
"teri maa ki chut mein firecracker daal ke Happy New Year bolunga",offensive
"tere baap ko hijra bana ke Indian Idol mein bhej dunga",offensive
"teri behen ke saath local train ke general dabbe mein pelunga",offensive
"tere baap ka lund kaat ke usse flute bana ke Harry Potter theme bajwaunga",offensive
"teri maa ko randi bana ke uska menu card print karwa dunga",offensive
"tere baap ke balls kaat ke gulli danda khelunga",offensive
"teri behen ko GB Road ka opening dancer bana dunga",offensive
"tere baap ka lund kaat ke usse earbud bana dunga",offensive
"teri maa ki gaand mein rocket daal ke Jeff Bezos ko tag karunga",offensive
"tere baap ko eunuch bana ke Splitsvilla mein daal dunga",offensive
"teri behen ki chut mein JCB daal ke mining karunga",offensive
"tere baap ke sar pe lund rakh ke Rashtrapati Bhavan mein oath lunga",offensive
"teri maa ko nanga karke YouTube channel khol dunga",offensive
"tere baap ka lund kaat ke usse pen drive bana dunga",offensive
"teri behen ke boobs pe Amul butter laga ke chaatunga",offensive
"tere baap ke gaand mein bulldozer ghusa ke highway bana dunga",offensive
"teri maa ki chut mein Holi ka pichkari ghusa ke rang daal dunga",offensive
"tere baap ko kutta bana ke uski shaadi teri maa se karwa dunga phir",offensive
"teri behen ko sadak pe nanga karke Instagram live karunga",offensive
"tere baap ka lund kaat ke usse selfie stick bana dunga phir",offensive
"teri maa ke saath Manali mein honeymoon kar ke usko chod ke aaunga",offensive
"tere baap ke balls kaat ke bouncy castle bana dunga",offensive
"teri behen ki gaand mein rocket daal ke Chand pe bhej dunga",offensive
"tere pure khandan ko brothel ka chain kholne ka contract de dunga",offensive
"teri maa ke muh mein lund daal ke Happy Holi bolunga",offensive
"tere baap ko napunsak bana ke Viagra ka brand ambassador bana dunga",offensive
"teri behen ke saath Oyo mein 24 ghante non-stop pelunga",offensive
"tere baap ka lund kaat ke usse USB-C cable bana dunga",offensive
"teri maa ki chut mein Diwali ka fountain anar jala dunga",offensive
"tere baap ke gaand mein Statue of Unity ghusa ke tourism badha dunga",offensive
"teri behen ko nanga karke Rajghat pe Gandhi ji ke saamne nachwa dunga",offensive
"tere baap ka lund kaat ke usse straw bana ke cold drink piyunga",offensive
"teri maa ko burkha utarwa ke Bigg Boss mein daal dunga",offensive
"tere baap ko hijra bana ke baraat mein nachne ko bol dunga",offensive
"teri behen ki chut mein bulldozer ghusa ke flyover bana dunga",offensive
"tere baap ke balls kaat ke stress ball bana dunga",offensive
"teri maa ko nanga karke TikTok banwa ke viral kar dunga",offensive
